id,display_name,display_name_alternatives,orcid
A5111725329,David Freifelder,David Freifelder; David Michael Freifelder; D. Freifelder,
A5034167822,Bert Gold,Bert Gold; B. Gold; Gold Bert; Bailey C Gold,
A5039048786,Gerald W. Schwarz,Gerald W. Schwarz; G. Schwarz; Gerald Schwarz; G. W. Schwarz,https://orcid.org/0000-0002-0857-2594
A5027463782,Laura J. Miller,Laura Miller; L. Miller; L.J. Miller; L. James Miller; Laura J. Miller,https://orcid.org/0000-0003-3672-2518
A5039186877,S. Dhaliwal,S. Dhaliwal,
A5008377738,Petr Kuzmič,Petr Kuzmič; Petr Kuzmic̆; Peter Kuzmic; Petr Kuzmic; P. Kuzmic,https://orcid.org/0000-0001-5250-8381
A5041777143,Daniel D. Oprian,D.D. Oprian; D. D Oprian; Daniel Oprian; Daniel Dimitru Oprian; Daniel D. Oprian,https://orcid.org/0000-0002-6520-5459
A5088960584,R. Xiao,Ruixuan Xiao; Ruiyang Xiao; R. Xiao; Ren Xiao; R.R. Xiao,
A5050201944,Karel C. Berkhoff,Karel Cornelis Berkhoff; Karel C. Berkhoff; K. C. Berkhoff; Karel Berkhoff,
A5056775125,Jytte Klausen,Jytte. Klausen,
A5078189625,James D. Howard,James Howard; J. D. Howard; James D. Howard,https://orcid.org/0000-0002-9309-3773
A5006972885,Susan S. Lanser,Susan S. Lanser; Susan Lanser; Susan Sniader Lanser,https://orcid.org/0009-0007-9384-4147
A5032254386,Timothy J. Hickey,J HickeyTimothy; Tim Hickey; T. Hickey; Timothy Hickey; Timothy J. Hickey; T. J. Hickey,https://orcid.org/0000-0002-4583-686X
A5014706647,Yanping Xu,Yanping Xu; Yutong Xu; Yan‐Ping Xu; XU Yan‐ping; Y. Xu; X. Yanping; Xu Yanping; Y H Xu; Yaoqing Xu,https://orcid.org/0000-0002-0828-3573
A5111838821,Erwin R. Goodenough,E. R. Goodenough; E Goodenough; Erwin R. Goodenough; Erwin Ramsdall Goodenough; Erwin Goodenough,
A5000465163,Sharon Reif,Sharon Reif; S. Reif,https://orcid.org/0000-0002-9234-5641
A5027347094,Prakash Kashwan,Prakash Kashwan,https://orcid.org/0000-0001-5540-5994
A5103399377,Richard S. Ross,Richard S. Ross; Richard Ross,
A5110423107,Jessica Brown,Jessica L. Brown; J. Brown; J. Larry Brown; J. L. Dickson Brown; J. L. Brown; Jessica Brown,
A5066878883,Karen V. Hansen,K.V. Hansen; Karen Hansen; Karevn V. Hansen; K Hansen; Karen V. Hansen,https://orcid.org/0000-0001-8774-0260
A5024796724,Larry J. Friedman,Larry J. Friedman; Larry Friedman; L. J. Friedman,https://orcid.org/0000-0003-4946-8731
A5028406457,Susan J. Birren,B. W. Birren; Susan J. Birren; Bruce Birren; S. J. Birren; Bruce W. Birren,https://orcid.org/0000-0003-0488-0765
A5076987395,Baruch Kimmerling,Baruch Kimmerling,
A5087236849,Maxim D. Shrayer,Maxim Shrayer; Maxim D. Shrayer,
A5038140921,Sebastián Kadener,Sebastian Kadener; Sebastián Kadener; S. Kadener,https://orcid.org/0000-0003-0080-5987
A5065660197,Olivier Bernardi,Olivier Bernardi,https://orcid.org/0000-0003-3231-7152
A5107871509,K. M. Loew,K. M. Loew,
A5109718164,V.S.S. Kumar,Vinay Kumar; V. S. S. Kumar; V.S. Kumar; V. Kumar; V. S. Senthil Kumar,
A5015439995,Jarol B. Manheim,Jarol B. Manheim; J.B. Manheim; Jarol Manheim; J. B. MANHEIM,
A5043184984,Philip M. Keehn,Philip M. Keehn; P. KEEHN; Philip Keehn; P. M. Keehn,
A5076355141,Stuart H. Altman,Stuart H. Altman; S Altman; S H Altman; Stuart Altman,
A5039012876,Ruth Charney,R. Charney; Ruth Charney; R. M. Charney; Ruth M. Charney,https://orcid.org/0000-0001-8239-1436
A5059797597,Janet McIntosh,Janet Mcintosh; Janet Elizabeth McIntosh; Janet E. McIntosh,https://orcid.org/0000-0002-8182-6589
A5109568825,Andrew G. Szent‐Györgyi,Andrew G. Szent‐Gyorgyi; Andrew G. Szent‐Györgyi; Andrew G. Szent‐Gyórgyi; Andrew. G. Szent‐Györgyi; Andrew Szent‐Györgyi,
A5109214114,D. Partos,Dana Sarah Partos; Dana Partos; D. Partos,
A5061125964,Hannah R. Snyder,Hannah R. Synder; Hannah R. Snyder; Hannah Snyder; H. Snyder,https://orcid.org/0000-0003-2853-3557
A5113974447,Frank E. Manuel,Frank Edward Manuel; F. Manuel; Frank Manuel; F. E. Manuel; Frank E. Manuel,
A5011198271,A Nandakumar,A. K. Nandakumar; Nandakumar Ak; Allyala Krishna Nandakumar; Allyala K. Nandakumar; A. Nandakumar; Allyala Nandakumar,https://orcid.org/0000-0002-0976-9313
A5012650706,S. Berko,Stephan Berko; S. Berko,
A5019889814,Eli Hirsch,Eli Hirsch; E. D. Hirsch; E. Hirsch,
A5044467745,Susan Staves,Susan Staves,
A5052182416,Stephen D. Van Hooser,Stephen Van Hooser; S. D Hooser; Stephen D. Van Hooser; S. D. Van Hooser,https://orcid.org/0000-0002-1112-5832
A5062366334,Liuba Shrira,L. Shrira; Liuba Shrira,
A5087078439,Paul Monsky,Paul Monsky; P. Monsky,
A5001053194,Gerardo della Paolera,G. Della Paolera; Gerardo Della Paolera,
A5006587755,Bernard Yack,B. Yack; Bernard Yack,
A5080616525,Jennifer Perloff,Jennifer O'Reilly‐Jacob Perloff; Jennifer Perloff; Jennifer N. Perloff; MBA Jennifer Perloff Robert E. Mechanic; J. N. Perloff; Jen Perloff; J. Perloff,https://orcid.org/0000-0003-1118-8734
A5108188365,D. Pomeroy,D. Pomeroy,
A5112981045,Francesca Capocasa,Francesca Capocasa; F. Capocasa,
A5030883025,Anna Artwińska,Anna Artwinska; Anna Artwińska,https://orcid.org/0000-0001-8069-0627
A5038370286,W. Benjamin Rogers,W. Benjamin Rogers; William Benjamin Rogers; William Rogers; W.B. Jr. Rogers; W.B. Rogers; William S. Rogers; Ben Rogers; W. Benjamin Rogers,https://orcid.org/0000-0001-8587-8215
A5113356922,Todd Zenger,Todd Zenger,
A5015582749,Grace G. D. Han,Grace D. Han; Grace G. D. Han; Ggoch Ddeul Han; Grace Han; G.G.D. Han; Grace. G. D. Han,https://orcid.org/0000-0002-2918-1584
A5045812356,Benson Saler,Benson Saler,
A5075174356,Jacqueline Stevens,J.‐F. Stevens; Jacqueline Stevens; J Stevens; J Dalton Stevens; J. F. Stevens,https://orcid.org/0000-0003-0032-6564
A5080396320,Lawrence J. Wangh,Lawrence J. Wangh; L.J Wangh; Lawrence Wangh; L.J. Wangh; L. Wangh,
A5013035081,Sharon Feiman‐Nemser,S. Feiman‐Nemser; Sharon Feiman‐Nemser,
A5051092452,Donald Hindley,Donald Hindley,
A5062421631,K. F. Canter,K. Canter; Karl F. Canter; Karl Frederick Canter; K.F Canter; K. F. Canter; Karl Canter,
A5107899879,S. Kortner,S. Kortner,
A5026924904,Mary Baine Campbell,M Campbell; Mary Campbell; Mary B. Campbell; M.B.J. Campbell; Mary Baine Campbell,https://orcid.org/0000-0002-6487-4538
A5028887463,Eugene P. Gross,Eugene P. Gross; E.P Gross; Eugene Paul Gross; Eugene Gross; E. P. Gross,
A5087239503,Ralph A. Thaxton,Ralph A. Jr. Thaxton; Ralph Thaxton; Ralph A. Thaxton,
A5088385762,R. A. Cushman,R. Cushman; R. A. Cushman; Robert A. Cushman; Robert Asa Cushman; Robert Cushman,https://orcid.org/0000-0003-1522-4181
A5105696441,K. Zengel,K. Zengel,
A5112358701,Seyom Brown,Seyom Brown; S. E. Brown,
A5070846414,Avital A. Rodal,A. A. Rodal; Avital Adah Rodal; A. Rodal; Avital Rodal; Avital A. Rodal,https://orcid.org/0000-0002-2051-8304
A5107872506,A. Venturini,A. Venturini,
A5069272112,Sylvia Barack Fishman,Sylvia Fishman; Sylvia Barack Fishman,
A5091423486,Richard Alterman,R.E. Alterman; R. Alterman; Richard Ethan Alterman; Richard Alterman,https://orcid.org/0000-0002-3829-6068
A5110300523,Marty Wyngaarden Krauss,Marty W. Krauss; M. W. Krauss; Marty Wyngaarden Krauss,
A5053263404,Maureen T. Stewart,Maureen T. Stewart; Maureen Stewart; M. Stewart,https://orcid.org/0000-0002-5470-0307
A5000543083,Morris Weitz,Morris Weitz,
A5009593345,Jon A. Chilingerian,Jon Arsen Chilingerian; J Chilingerian; Jon Chilingerian; J. A. Chilingerian; Jon A. Chilingerian,https://orcid.org/0000-0001-9317-9000
A5024084217,John Plotz,John Plotz; Plotz; John Milton Gabriel Plotz,https://orcid.org/0000-0002-5904-4046
A5064953533,Thomas R. Tuttle,Thomas R. Tuttle; Thomas Tuttle; T. Tuttle; T. R. Tuttle; T. R. JUN. TUTTLE,
A5112582471,Z. M. Schillaci,Z. Schillaci; Z. M. Schillaci,
A5005999312,Sarah Lamb,Sarah Lamb; S. Lamb; Sarah E. Lamb; S. Ernest Lamb,https://orcid.org/0000-0002-9817-3692
A5070187285,Kathryn Graddy,Kathryn Graddy,https://orcid.org/0000-0003-0832-0239
A5086795696,Miloš Dolnik,M. Dolnik; Miloš Dolnik; Milos Dolnik; M. Dolník,https://orcid.org/0000-0002-9396-5623
A5009978286,James W. Trent,James Wilson Trent; James Trent; J. W. Trent; James W. Trent,
A5016668159,Alain Lempereur,A. Lempereur; Alain Pekar Lempereur; Alain Lempereur; Alain P. Lempereur,https://orcid.org/0000-0002-7755-1981
A5022321055,Albion Lawrence,Albion Lawrence; A. Lawrence; Albion E Lawrence,https://orcid.org/0000-0003-4116-045X
A5103249187,Suzanne Paradis,S.‐É. Paradis; S. Paradis; Suzanne Paradis; S E Paradis,https://orcid.org/0000-0002-5190-4240
A5006457190,Sara Shostak,S. A. Shostak; S. Shostak; Sara Shostak,https://orcid.org/0000-0003-3316-969X
A5024022179,Tymon Słoczyński,Tymon Słoczyński; Tymon Sloczyński; Tymon Sloczynski,https://orcid.org/0000-0003-1662-6545
A5113570068,G. Sacerdoti,Guy Sacerdoti; G. Sacerdoti; G. C. Sacerdoti,
A5001033820,Cindy Parks Thomas,Cindy Thomas; C. Thomas; C. P. Thomas; Cindy Parks Thomas; Parks Thomas C; Cindy P. Thomas,https://orcid.org/0000-0001-5855-1196
A5002611711,Robin Feuer Miller,R. Miller; Robin Miller; Robin Feuer Miller,
A5004681381,Mark Hulliung,Mark Hulliung; Mark L. Hulliung,
A5046700536,Douglas L. Theobald,D. L Theobald; D. L. Theobald; D. Theobald; Douglas L. Theobald; Douglas Theobald,https://orcid.org/0000-0002-2695-8343
A5049155527,Pascal Ménoret,Pascal Menoret; Pascal Ménoret; Pascal S. Menoret,
A5059528821,Qian‐Feng Qiu,Qiu Qian‐feng; Qian‐Feng Qiu; Qianfeng Qiu; QIU Qianfeng,https://orcid.org/0000-0002-4400-2142
A5107397059,Vangelis Vladimirov,V. Vladimirov; Vangelis Vladimirov,
A5012921928,Arnold Kamis,Arnold A. Kamis; Arnold Kamis; A. Kamis; Kamis,https://orcid.org/0000-0002-4222-9730
A5019144442,George Hall,George John Hall; George Hall; George J. Hall,https://orcid.org/0000-0001-5079-7714
A5062785322,Jehuda Reinharz,J. Reinharz; Jehuda Reinharz,
A5073426505,Jeremy Kronick,Jeremy Kronick; Jeremy M. Kronick,
A5022914041,Willi Paul Adams,W. Paul Adams; Willi Paul Adams; Willi Adams; W.P. Adams,
A5023444661,Yinchu Zhu,Yinchu Zhu,https://orcid.org/0000-0002-5000-3221
A5055046220,Michael Henchman,Michael. Henchman; Michael J. Henchman; M. Henchman; M. J. Henchman,
A5055766634,Mary Fischer,Mary L. Fischer; Mary Fischer,
A5065783581,Maria‐Eirini Pandelia,Maria‐Erini Pandelia; Maria E. Pandelia; M.‐E. Pandelia; Maria‐Eirini Pandelia; M Pandelia; M.E. Pandelia,https://orcid.org/0000-0002-6750-1948
A5076846088,Jon A. Levisohn,Jon A. Levisohn; Jon Levisohn,https://orcid.org/0000-0003-0213-7767
A5078296989,A. Venturini,A. Venturini,
A5089152261,Davide Pettenuzzo,Davide Pettenuzzo,https://orcid.org/0000-0002-5784-7945
A5011335151,Janet Zollinger Giele,J. Giele; J. Z. Giele; Janet Z. Giele; Janet Giele; Janet Zollinger Giele,
A5060169329,Robyn M. Powell,Robyn M. Powell; R. Powell; R. M. Powell; Robyn Michelle Powell; Robyn Powell; Robyn M Powell,https://orcid.org/0000-0001-7898-2268
A5060569573,Matthew Headrick,M. Headrick; Matthew Headrick; Matthew P. Headrick; Matthew Peter Headrick,https://orcid.org/0000-0002-0064-3036
A5103588382,Patricia A. Johnston,Patricia Johnston; Patricia Anne Johnston; Patricia A. Johnston,
A5108113733,Stan Bentvelsen,Stan Bentvelsen,
A5111568354,Edgar H. Brown,E. H. Brown; E. Brown; Edgar H. Brown; Edgar Brown,
A5112725478,Arthur H. Reis,Arthur H. Reis; A. Reis; A. H. Reis; ARTHUR H. JUN. REIS; A. H. JUN. REIS,
A5112937826,Hsiang‐Yu Chen,Hsiang‐Yu H Chen; Hsiangyu Chen; Hsiang‐Yu Chen,
A5005546626,Shantanu P. Jadhav,S. Jadhav; Shantanu Jadhav; Sachin Babulal Jadhav; Shantanu P. Jadhav; Shantanu Jadhav,https://orcid.org/0000-0001-5821-0551
A5011819192,Janet B. Mitchell,Janet B. Mitchell; J. B. Mitchell; J Mitchell; Janet Mitchell,
A5054962324,Stephen D. Dowden,Steve Dowden; Stephen Dowden; Stephen D. Dowden; S. Dowden; Stephen Dell Dowden,https://orcid.org/0000-0001-6579-2713
A5111645222,N. K. Kwak,N . K . Kwak; N. K. Kwak; N.K Kwak; Nancy Kwak,
A5012750915,Joel P. Christensen,Joel P. Christensen; J. Christensen; Joel Christensen,https://orcid.org/0000-0002-2353-7391
A5028150612,Rajesh Sampath,Raj Sampath; Rajesh Sampath; R. J. Sampath,https://orcid.org/0000-0003-0782-7687
A5109547275,Arthur Cole,Arthur L. Cole; Arthur Cole; Arthur Lindsey Cole,
A5010812025,Joyce Antler,J. Antler; Joyce Antler,
A5018749642,Viktor Horváth,V K Horvath; Viktor K. Horváth; V. K Horváth; V. K. Horváth; Viktor Horváth; Viktor Horvath,https://orcid.org/0000-0001-9957-1521
A5066552014,Linda H. Pololi,Linda H. Pololi; Linda Pololi‐Anagnostou; Linda Pololi; L Pololi‐Anagnostou; L Pololi; L.H. Pololi,https://orcid.org/0000-0002-0764-3135
A5066926306,Joel S. Baden,Joel S. Baden; Joel Baden,
A5107890500,Z. M. Schillaci,Z. M. Schillaci,
A5025240237,Constantine Lignos,Constantine Lignos,https://orcid.org/0000-0001-6410-2848
A5025695417,Silvia Marina Arrom,Silvia Marina Arrom; Silvia Mariana Arrom; S.M Arrom; Silvia M. Arrom; Arrom Sm; S. M. Arrom; Silvia Arrom,https://orcid.org/0000-0002-4375-3147
A5045579048,Shaun Davidson,Sarah Davidson; S.M. Davidson; S. M Davidson; Shaun Davidson; S. Davidson; Shaun M. Davidson,https://orcid.org/0000-0002-5868-8640
A5083891230,Joël Bellaïche,J BELLAICHE; Joël Bellaïche; Joel Bellaiche; J. Bellaïche; J. Bellaiche,
A5091120658,Harry G. Mairson,Harry Mairson; Harry G. Mairson; H. G. Mairson; Harry George Mairson,https://orcid.org/0009-0008-4964-8170
A5107892588,Y. Li,Yichen Li; Y. Li,
A5113774774,Elizabeth L. Merrick,Elizabeth L. Merrick; Elizabeth Merrick; E. Merrick; E L Merrick; Elizabeth Len Merrick,
A5003386382,Henry Linschitz,H. Linschitz; Linschitz Henry; Henry. Linschitz,
A5006571664,Daniel Bergstresser,D. Bergstresser; Daniel Baird Bergstresser; Daniel Bergstresser,https://orcid.org/0000-0002-7108-3259
A5014373344,Roland L. Warren,Richard J. Warren; R WARREN; Roland L. Warren; R. Warren; Roland Leslie Warren; Roland Warren,
A5059586889,Baptiste Blanc,Baptiste Blanc; B. Blanc; B. P. Le Blanc,https://orcid.org/0000-0003-0962-2677
A5080328975,Ibrahim K. Sundiata,Ibrahim K. Sundiata; Ibrahim Sundiata; I. K Sundiata; I. K. Sundiata,
A5107211907,Dante Eric Amidei,D.E. Amidei; Dante Eric Amidei; Dante E. Amidei,
A5049857942,Ruth Spack,Ruth. Spack; R. Spack,https://orcid.org/0000-0002-2396-7068
A5062767991,Olajumoke Yacob‐Haliso,O. Yacob‐Haliso; Olajumoke Yacob‐Haliso,https://orcid.org/0000-0002-8202-8925
A5083125499,Patricia A. Tun,Patricia Tun; P. A. Tun; Patricia Ann Tun; Patricia A. Tun,
A5028149320,Margaret Morganroth Gullette,Margaret Morganroth Gullette; Margaret M. Gullette,https://orcid.org/0000-0002-3340-9393
A5050928149,Nicole Samuel,N. Samuel; N. Koshy Samuel; Nicole Samuel,https://orcid.org/0000-0002-4844-3404
A5064410653,Anne S. Berry,A. Berry; Anne Shively Berry; Anne Berry; A.S Berry; Anne S. Berry,https://orcid.org/0000-0002-5086-3643
A5085060972,Leo Schrade,L. Schrade; Leo Schrade,
A5088505736,Roman V. Agafonov,R. V Agafonov; R. Agafonov; Roman Agafonov; R. V. Agafonov; Roman V. Agafonov,https://orcid.org/0000-0002-7765-899X
A5112070797,Gerald Garvey,Gerald J. Garvey; Gerald Garvey,
A5001650208,Vera Micheles Dean,Vera Micheles Dean; Vera M. Dean; V. Dean; Vera Dean,
A5017152948,George N. Appell,George N. Appell; G. N. Appell; George Appell; George Nathan Appell; G Appell,
A5035095588,L. Coffey,L. Coffey,
A5063558388,Michael T. Gilmore,Michael T. Gilmore; M. Gilmore; M. T. Gilmore,
A5000946841,Andrzej Prończuk,A Prończuk; A. W. Pronczuk; A. Pronczuk; Andrzej Prończuk; Andrzej Pronczuk,
A5007185917,Steven Lloyd Wilson,Steven. L Wilson; Steven Lloyd Wilson; Steven Wilson; S WILSON; Steven L. Wilson,https://orcid.org/0000-0003-4046-1357
A5029111625,Stanley S. Wallack,Stanley Wallack; Stanley S. Wallack; S. S. Wallack; S Wallack,
A5070166554,Malcolm W. Watson,Malcolm Watson; M. Watson; Malcolm W. Watson; M.W. Watson,
A5088525682,Maya Eden,Maya Eden; M. Eden,
A5107902635,D. Dodsworth,D. Dodsworth,
A5014717120,John Burt,John Robert Burt; John R. Burt; J. Burt; John Burt,https://orcid.org/0000-0002-7328-0643
A5019248510,Hannah Park,Hannah Park; Hannah E. Park,https://orcid.org/0000-0001-7601-6170
A5032733464,Caren Irr,Caren Irr; C. Irr,https://orcid.org/0000-0002-6832-3469
A5039755454,Robert R. Reitano,Robert R. Reitano,https://orcid.org/0000-0001-5272-2652
A5067048748,Rudolph Binion,R. Binion; Rudolph Binion,
A5074756556,Roy C. Macridis,Roy Macridis; Roy C. Macridis; Roy C. Ed. Macridis; R. C. Macridis,
A5074850723,Jeffrey Prottas,Jeffrey M. Prottas; Jeffrey Manditch Prottas; Jeffrey Prottas; J. Prottas,
A5075223615,Benjamin Ravid,Benjamin C. I. Ravid; Benjamin Chaim Isaac Ravid; Benjamin Ravid; B. Ravid,
A5107852377,J. R. Bensinger,J. R. Bensinger,
A5107940880,G. Sciolla,G. Sciolla,
A5108565018,Carmen Sirianni,Carmen J. Sirianni; Carmen Sirianni,
A5012267642,Thomas G. Fai,T. G. Fai; T. Fai; Thomas Fai; Thomas G. Fai,https://orcid.org/0000-0003-0383-5217
A5035615001,Eleanor Lansing Dulles,Eleanor Lansing Dulles; Eleanor L. Dulles; Eleanor Dulles; E. L. Dulles,
A5063751572,L. Katz,L. Katz; L. E. Katz; Liora Katz,
A5072737459,Meihui Yi,MaoRui Yi; Minghe Yi; Meihui Yi; Mei‐Hui Yi; M. Yi; Meiting Yi; Mingguo Yi,https://orcid.org/0000-0002-1912-1043
A5073164257,Kenneth L. Marcus,Kenneth L. Marcus; Kenneth Marcus,
A5079430674,Edgar Zwilling,E. Zwilling; Edgar Zwilling,
A5081010544,Edy Kaufman,Edy Kaufman; Edy Edward Kaufman,
A5087568487,Marc Verhagen,M. Verhagen; Marc Verhagen; Verhagen Marc,https://orcid.org/0000-0002-2284-8163
A5088006436,Gerald O. Dudek,Gerald O. Dudek; G. O. Dudek; G. Dudek; Gerald Dudek,
A5018702857,Xiaoyan Cao,X. Cao; Xiao‐Yan Cao; XinHua Cao; X.‐Y. Cao; Xiaoyan Cao; Sharon,https://orcid.org/0000-0001-7571-6482
A5054077479,Paul G. Morrison,Paul G. Morrison; Paul Guerrant Morrison; Paul Morrison; P. Morrison,
A5057677719,Laura S. Lorenz,L. Lorenz; Laura Lorenz; Laura S. Lorenz; L.S. Lorenz,https://orcid.org/0000-0003-0898-4537
A5058893547,Debashree Das,Debashree Das; D. Das,https://orcid.org/0000-0002-6419-5738
A5067732530,Guive Mirfendereski,Guive Mirfendereski,
A5107881316,L. J. Bergsten,L. Bergsten; L. J. Bergsten,
A5110237290,Joshua Goodman,Joshua Goodman; Joshua T. Goodman,
A5002504219,Jean-Paul L’Huillier,Jean‐Paul L’Huillier; Jean‐Paul L'Huillier; Jean‐Paul Lhuillier,https://orcid.org/0000-0002-5235-1158
A5014600634,L. Coffey,L. Coffey,
A5019968179,Isaac J. Krauss,I Krauss; Isaac J. Krauss; I. J. Krauss; Isaac Krauss,https://orcid.org/0000-0003-0984-4085
A5030552078,Michael T. Marr,M. T. Marr; M. Marr; Michael T. Marr; Michael Marr,https://orcid.org/0000-0002-7366-7987
A5043188523,Walter Leutz,Walter N. Leutz; W. Leutz; W. N. Leutz; Walter Leutz,
A5072775482,Elizabeth Ferry,Elizabeth Ferry; E. Ferry; Elizabeth Emma Ferry,https://orcid.org/0000-0001-8619-9847
A5103550629,Richard H. Dougherty,R. H. Dougherty; Richard H. Dougherty; Richard Dougherty,
A5107830716,G. Amundsen,G. Amundsen,
A5108509788,Anatol M. Zhabotinsky,Anatol Zhabotinsky; Anatol M. Zhabotinsky,
A5012753169,Ramie Targoff,Ramie Targoff,
A5049161736,Karen Desmond,K. Desmond; Karen Desmond; K. A. Desmond,https://orcid.org/0000-0002-6077-3182
A5063057227,Susan Sondej Pochapsky,Susan S. Pochapsky; Susan Sondej Pochapsky; Susan Pochapsky; S.S. Pochapsky,
A5066625113,R. Gary Kirk,R. Gary Kirk; R. Kirk; R. G. Kirk; Ryan Kirk; Ryan W Kirk,https://orcid.org/0009-0002-6735-2513
A5113459349,Robert C. Hunt,Robert C. Hunt; R Hunt; R. C. Hunt; Robert Cushman Hunt; Robert Hunt,
A5024985620,Mason Willrich,M. Willrich; Mason Willrich,
A5027459408,Mary G. Berg,M. Berg; Mary Berg; M. G. Van Den Berg; Mary G. Berg; M.G. van den Berg,
A5032165571,Jonathan Krasner,Jonathan Krasner; J. B. Krasner; Jonathan B. Krasner,https://orcid.org/0000-0003-2594-9098
A5061268274,Omer Offen,Omer Offen,https://orcid.org/0000-0003-4981-3275
A5069537006,Chandler Fulton,Chandler Fulton; C. Fulton,https://orcid.org/0000-0002-3723-9053
A5109222963,Carl Pollard,C. J. Pollard; Carl Pollard; C. Pollard; Carl J. Pollard; Carl Jesse Pollard,
A5112488216,Alex MacNeil,A. J. MacNeil; Alex MacNeil; A. MacNeil,
A5011960108,James H. Schulz,James Schulz; James H. Schulz; James Henry Schulz; J. Schulz,
A5032557220,Jens Hilscher,Jens Hilscher; Jens Dietrich Hilscher,https://orcid.org/0000-0003-0275-9814
A5034389006,Pamina Firchow,P. E. Firchow; P. Firchow; Pamina Firchow,https://orcid.org/0000-0002-7890-9586
A5046412024,Jeanne Schulte Scott,Jeanne Schulte Scott; J. Scott; J S Scott; Jeanne Scott,https://orcid.org/0009-0007-8605-2432
A5058271754,Ann Olga Koloski‐Ostrow,Ann Koloski‐Ostrow; A. O. Koloski‐Ostrow; Ann Olga Koloski‐Ostrow,
A5060934024,Elizabeth Rosenzweig,E. Rosenzweig; Elizabeth Rosenzweig,https://orcid.org/0000-0001-6048-819X
A5068812020,Pieter C. Wensink,Pieter C. Wensink; P Wensink; Pieter Wensink; P. C. Wensink,
A5072172065,Robert H. Szczarba,Robert H. Szczarba; R. H. Szczarba; Robert Henry Szczarba; Robert Szczarba,
A5100646254,Jianying Zhang,Jian‐Ying Zhang; Jianying Zhang; Zhang Jian‐ying,https://orcid.org/0000-0002-6086-309X
A5107870358,G. Amundsen,G. Amundsen,
A5111217729,Maximilian Emanuel Goblirsch-Kolb,Maximilian Emanuel Goblirsch‐Kolb; M. Goblirsch‐Kolb; Maximilian Goblirsch‐Kolb,
A5112558588,Helen A. Berger,Helen Berger; Helen A. Berger,
A5015168815,Maurice Hershenson,Maurice Hershenson,
A5015239515,Jonathan Decter,Jonathan P. Decter; Jonathan Decter,
A5032865424,Andrew Kolodny,A Kolodny; A L Kolodny; Andrew Kolodny; A. Lewis Kolodny,
